Local;Votos;Latitude;Longitude
SOCIEDADE EDUCACIONAL LEONARDO DA VINCI - BETA;2;-30.09509;-51.24569
SOCIEDADE GINASTICA PORTO ALEGRE;3;-30.00946;-51.188
SOCIEDADE HÍPICA PORTO ALEGRENSE;0;-30.16285;-51.18725
SÃO FRANCISCO PROJETO SOCIAL;0;-30.18361;-51.19361
SÃO JOÃO LUIZ ORIONE - CAPELA;0;-30.07746;-51.23082
TRIBUNAL DE CONTAS DO ESTADO;1;-30.03117;-51.23621
TRIBUNAL DE JUSTICA - PALÁCIO DA JUSTIÇA;3;-30.03214;-51.22983
TRISTEZENSE PISCINA CLUBE;1;-30.11237;-51.2563
TRT - TRIBUNAL REGIONAL DO TRABALHO;5;-30.04868;-51.22743
UNIRITTER - CENTRO UNIVERSITÁRIO RITTER DOS REIS;6;-30.08165;-51.22113
UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE;0;-30.03135;-51.22077
UNIVERSITÁRIO - COLÉGIO;1;-30.07821;-51.20914
VENEZUELA - ESC EST ENS FUND;10;-30.06942;-51.20998
VERA CRUZ - ESC EST ENS FUND;2;-30.07353;-51.20382
VISCONDE DE PELOTAS - E.E. DE 1 GRAU;0;-30.02488;-51.18844
VOTO EM TRÂNSITO - AEROPORTO SALGADO FILHO;1;-29.9879;-51.16495
